V1,n_syn,n_nonsyn
SEESL791_RS13620_1,216,711
SEESL791_RS15125_1,771,2397
SEESL791_RS15120_1,1035,3267
SEEP7378_RS18925_1,1071,3834
SEESL791_RS08745_1,212,814
SEEP7378_RS18960_1,1050,3900
SEESL791_RS15755_1,637,2189
SEET0819_RS02010_1,985,3119
SEESL791_RS21835_1,147,591
SEESL791_RS21655_1,173,628
SEESL791_RS21650_1,819,2709
SEESL791_RS15130_1,660,2139
SEESL791_RS21670_1,513,1872
SEESL791_RS17000_1,1596,5406
SEESL791_RS17005_1,479,1582
SEET0819_RS02015_1,595,2123
SEET0819_RS02005_1,885,3066
SEET0819_RS02000_1,891,2988
SEESL791_RS21645_1,731,2176
SEESL791_RS21660_1,699,2334
SEESL791_RS16995_1,338,1219
SEESL791_RS16990_1,588,1779
SEET0819_RS19210_1,154,539
SEET0819_RS19215_1,327,1077
SEET0819_RS19230_1,376,1334
SEET0819_RS22100_1,302,1120
SEET0819_RS02445_1,785,2851
SEET0819_RS03050_1,521,2080
SEET0819_RS22135_1,180,612
SEET0819_RS19355_1,319,1130
SEET0819_RS22110_1,316,1025
SEET0819_RS08455_1,147,654
SEET0819_RS19205_1,198,666
SEET0819_RS22090_1,241,722
SEET0819_RS22155_1,130,464
SEET0819_RS16295_1,180,684
SEET0819_RS02450_1,357,1128
SEET0819_RS19320_1,172,701
SEET0819_RS19350_1,566,2143
SEET0819_RS12310_1,199,755
SEET0819_RS22130_1,129,474
SEET0819_RS22075_1,443,1510
SEET0819_RS19100_1,967,3389
SEET0819_RS17080_1,1182,4794
SEET0819_RS11290_1,640,2447
SEET0819_RS11295_1,357,1317
SEET0819_RS02455_1,1330,4619
SEET0819_RS20660_1,789,2694
SEET0819_RS02025_1,1035,3303
SEET0819_RS02020_1,450,1530
SEET0819_RS22070_1,130,428
SEET0819_RS02610_1,274,968
SEET0819_RS23465_1,292,1229
SEET0819_RS19245_1,190,728
SEET0819_RS22080_1,772,2648
SEET0819_RS03060_1,158,670
SEET0819_RS22120_1,253,791
SEET0819_RS22160_1,293,1084
SEET0819_RS08465_1,172,764
SEET0819_RS08460_1,209,961
SEET0819_RS17085_1,254,880
SEET0819_RS17820_1,239,949
SEET0819_RS16300_1,167,616
SEET0819_RS19360_1,214,731
SEET0819_RS22065_1,347,1282
SEET0819_RS16320_1,467,1747
SEETH391_RS21235_1,1263,3912
SEETH391_RS21270_1,237,771
SEETH391_RS21275_1,1560,4785
SEHA_RS00395_1,849,2598
SEHA_RS00115_1,222,705
SEHA_RS00350_1,314,901
SEETH391_RS21240_1,380,1249
SEETH391_RS21320_1,335,1096
SEHA_RS00055_1,1286,4357
SEHA_RS00050_1,912,3129
SEETH391_RS21300_1,244,692
SEETH391_RS21305_1,310,1058
SEHA_RS00335_1,2166,6969
SEHA_RS00010_1,727,2369
SEETH391_RS21285_1,164,646
SEETH391_RS21380_1,264,906
SEETH391_RS21385_1,145,521
SEHA_RS00100_1,284,958
SEHA_RS00090_1,210,555
SEHA_RS00095_1,634,2147
SEHA_RS00405_1,327,1050
SEHA_RS00400_1,606,1851
SEETH391_RS21245_1,527,1642
SEHA_RS00385_1,2643,8661
SEHA_RS00125_1,279,972
SEETH391_RS21265_1,877,2678
SEHA_RS00345_1,121,446
SEHA_RS00340_1,562,1841
SEETH391_RS22530_1,305,1234
SEETH391_RS21335_1,742,2327
SEETH391_RS21330_1,483,1623
SEHA_RS00060_1,220,824
SEETH391_RS21290_1,278,874
SEHA_RS00260_1,235,773
SEHA_RS00020_1,187,659
SEHA_RS00025_1,634,1913
SEETH391_RS21280_1,127,413
SEHA_RS00415_1,833,2776
SEHA_RS00410_1,377,1378
SEHA_RS00085_1,247,788
SEHA_RS00475_1,321,993
SEHA_RS00470_1,1220,3829
SEHA_RS00520_1,119,457
SEHA_RS05875_1,474,1632
SEHA_RS00525_1,254,718
SEHA_RS05850_1,262,1016
SEHA_RS08170_1,216,675
SEHA_RS08175_1,172,593
SEHA_RS01360_1,629,2287
SEHA_RS08055_1,189,639
SEHA_RS08050_1,482,1363
SEHA_RS00505_1,354,1248
SEHA_RS00500_1,484,1568
SEHA_RS02125_1,148,482
SEHA_RS02520_1,314,1144
SEHA_RS02525_1,176,598
SEHA_RS02275_1,403,1505
SEHA_RS01365_1,747,2520
SEHA_RS02530_1,163,602
SEHA_RS00425_1,838,2627
SEHA_RS00420_1,566,1909
SEHA_RS05845_1,309,996
SEHA_RS00440_1,367,1316
SEHA_RS00445_1,437,1408
SEHA_RS08180_1,241,713
SEHA_RS00460_1,336,1023
SEHA_RS00465_1,928,2960
SEHA_RS08145_1,663,2307
SEHA_RS08140_1,413,1342
SEHA_RS08080_1,147,591
SEHA_RS00530_1,376,1307
SEHA_RS02360_1,427,1526
SEHA_RS02365_1,123,435
SEHA_RS08045_1,833,2398
SEHA_RS02110_1,3358,10763
SEHA_RS02115_1,247,1058
SEHA_RS00510_1,162,549
SEHA_RS02340_1,149,562
SEHA_RS02280_1,156,564
SEHA_RS02130_1,288,1116
SEHA_RS08060_1,593,1981
SEHA_RS00495_1,415,1241
SEHA_RS01375_1,652,2147
SEHA_RS05815_1,607,2003
SEHA_RS00430_1,203,778
SEHA_RS00450_1,739,2555
SEHA_RS00455_1,1077,3585
SEHA_RS16985_1,131,436
SEHA_RS22660_1,1060,3755
SEHA_RS22700_1,264,1041
SEHA_RS22640_1,650,2005
SEHA_RS22645_1,619,2234
SEHA_RS13180_1,146,538
SEHA_RS08240_1,869,2857
SEHA_RS22605_1,416,1528
SEHA_RS08220_1,179,604
SEHA_RS22680_1,403,1244
SEHA_RS22665_1,351,1350
SEHA_RS16015_1,247,806
SEHA_RS16005_1,670,2228
SEHA_RS15990_1,1015,3098
SEHA_RS15995_1,196,659
SEHA_RS08205_1,608,1993
SEHA_RS15540_1,127,422
SEHA_RS15955_1,536,1723
SEHA_RS15950_1,389,1294
SEHA_RS15965_1,932,2830
SEHA_RS15975_1,317,1123
SEHA_RS15970_1,202,680
SEHA_RS13170_1,703,2312
SEHA_RS08880_1,671,2056
SEHA_RS13155_1,269,964
SEHA_RS13150_1,1940,6124
SEHA_RS22635_1,477,1557
SEHA_RS13130_1,779,2767
SEHA_RS13135_1,1024,4142
SEHA_RS08225_1,125,442
SEHA_RS22655_1,511,1685
SEHA_RS22650_1,482,1885
SEHA_RS16930_1,111,375
SEHA_RS08215_1,264,807
SEHA_RS17075_1,219,771
SEHA_RS16000_1,298,1079
SEHA_RS22570_1,229,752
SEHA_RS08190_1,133,443
SEHA_RS08195_1,293,1021
SEHA_RS16020_1,747,2565
SEHA_RS17030_1,129,456
SEHA_RS08200_1,1804,5954
SEHA_RS15980_1,501,1767
SEHA_RS15985_1,340,1271
SEHA_RS23645_1,3290,11479
SEN_RS01585_1,278,829
SEN_RS05915_1,320,1255
SEN_RS07185_1,305,1099
SEN_RS07180_1,107,388
SEHA_RS22720_1,642,2301
SEHA_RS22820_1,860,2758
SEN_RS07170_1,145,521
SEN_RS07230_1,357,1254
SEHA_RS22740_1,219,762
SEN_RS01405_1,238,1103
SEHA_RS22765_1,718,2711
SEHA_RS22760_1,1096,3809
SEHA_RS23640_1,1886,6691
SEN_RS07165_1,204,750
SEN_RS07160_1,395,1459
SEHA_RS22850_1,1080,3636
SEHA_RS22860_1,149,445
SEHA_RS22810_1,462,1599
SEHA_RS22835_1,489,1725
SEHA_RS22855_1,163,638
SEHA_RS22785_1,857,2761
SEN_RS05190_1,299,1141
SEN_RS04715_1,422,1459
SEN_RS07240_1,237,609
SEN_RS05900_1,419,1381
SEHA_RS23655_1,1457,4897
SEHA_RS23650_1,4318,14708
SEHA_RS22735_1,729,2520
SEN_RS07195_1,357,1308
SEHA_RS23635_1,516,1824
SEN_RS07200_1,582,2217
SEN_RS05175_1,195,921
SEN_RS05170_1,287,1090
SEHA_RS22755_1,2283,7959
SEN_RS05160_1,151,506
SEN_RS07175_1,367,1199
SEHA_RS22845_1,743,2497
SEHA_RS22840_1,568,2123
SEN_RS06070_1,91,287
SEN_RS04710_1,457,1433
SEHA_RS22865_1,1135,3887
SEN_RS05240_1,501,1839
SEHA_RS22805_1,263,898
SEN_RS05200_1,1845,6030
SEHA_RS22780_1,82,296
SEN_RS05185_1,566,2053
SEN_RS05215_1,196,695
SEN_RS10115_1,410,1309
SEN_RS10285_1,289,1205
SEN_RS12610_1,390,1437
SEN_RS22310_1,1187,4339
SEN_RS10155_1,678,2247
SEN_RS10150_1,328,1094
SEN_RS20750_1,1192,3578
SEN_RS14575_1,676,2420
SEN_RS10055_1,224,748
SEN_RS11175_1,373,1229
SEN_RS11170_1,445,1598
SEN_RS10405_1,151,722
SEN_RS10400_1,176,715
SEN_RS22265_1,2134,7667
SEN_RS10120_1,708,2514
SEN_RS10370_1,450,1755
SEN_RS13600_1,499,1913
SEN_RS10350_1,942,3891
SEN_RS10355_1,622,2267
SEN_RS07425_1,456,1704
SEN_RS10335_1,352,1241
SEN_RS10330_1,184,608
SEN_RS07445_1,871,2891
SEN_RS10315_1,185,733
SEN_RS07245_1,382,1256
SEN_RS13595_1,405,1377
SEN_RS10295_1,329,1363
SEN_RS10125_1,508,1751
SEN_RS07440_1,555,1749
SEN_RS22305_1,147,564
SEN_RS22300_1,400,1328
SEN_RS16250_1,593,2287
SEN_RS10085_1,297,1017
SEN_RS10060_1,842,2848
SEN_RS10410_1,148,509
SEN_RS22060_1,193,734
SEN_RS10190_1,167,589
SEN_RS10200_1,620,2134
SEN_RS22275_1,1088,3772
SEN_RS10345_1,245,889
SEN_RS10225_1,189,693
SEN_RS07430_1,774,2502
SEN_RS07435_1,971,3115
SEN_RS10325_1,518,2155
SEN_RS20040_1,116,496
SEN_RS10300_1,536,2110
SEN_RS10305_1,1280,4237
SESA_RS00505_1,186,669
SESA_RS02355_1,256,824
SESA_RS00215_1,245,934
SESA_RS01550_1,714,2562
SESA_RS03445_1,90,369
SESA_RS00615_1,323,1018
SESA_RS00370_1,312,993
SESA_RS00515_1,108,315
SESA_RS00580_1,401,1183
SESA_RS00510_1,766,2258
SESA_RS00355_1,320,949
SESA_RS00365_1,287,766
SESA_RS00480_1,153,495
SESA_RS03460_1,136,539
SESA_RS02390_1,622,2330
SESA_RS00585_1,322,974
SESA_RS00315_1,1127,3373
SESA_RS03405_1,186,633
SESA_RS02380_1,532,1754
SESA_RS00540_1,315,891
SESA_RS00545_1,213,741
SESA_RS02090_1,564,1956
SESA_RS00565_1,269,910
SESA_RS00455_1,1169,3988
SESA_RS00485_1,484,1505
SESA_RS03510_1,201,690
SESA_RS02340_1,479,1996
SESA_RS02345_1,184,716
SESA_RS02365_1,292,860
SESA_RS00605_1,187,785
SESA_RS00325_1,477,1539
SESA_RS00500_1,475,1676
SESA_RS03455_1,274,1139
SESA_RS00320_1,345,1068
SESA_RS00490_1,224,676
SESA_RS03410_1,191,709
SESA_RS02360_1,203,652
SESA_RS00520_1,473,1588
SESA_RS00530_1,914,2677
SESA_RS00535_1,748,2402
SESA_RS02395_1,1556,5779
SESA_RS00550_1,220,788
SESA_RS00555_1,197,730
SESA_RS00030_1,812,2662
SESA_RS10920_1,618,2019
SESA_RS08060_1,829,2690
SESA_RS06930_1,98,397
SESA_RS06685_1,468,1566
SESA_RS08515_1,613,2240
SESA_RS03740_1,672,2208
SESA_RS03565_1,304,992
SESA_RS03760_1,260,937
SESA_RS03540_1,185,634
SESA_RS03700_1,201,690
SESA_RS03755_1,197,721
SESA_RS03580_1,685,2195
SESA_RS03585_1,871,2918
SESA_RS03870_1,324,1170
SESA_RS03680_1,210,681
SESA_RS03645_1,237,879
SESA_RS03640_1,493,1694
SESA_RS08065_1,1198,3581
SESA_RS03590_1,341,1009
SESA_RS10935_1,996,3495
SESA_RS03790_1,151,533
SESA_RS03795_1,221,742
SESA_RS06690_1,400,1229
SESA_RS03685_1,245,817
SESA_RS06675_1,708,2289
SESA_RS06670_1,382,1184
SESA_RS03775_1,227,772
SESA_RS03770_1,380,1411
SESA_RS03805_1,190,728
SESA_RS06665_1,375,1200
SESA_RS03710_1,163,557
SESA_RS03825_1,275,913
SESA_RS03820_1,1508,4918
SESA_RS03595_1,764,2467
SESA_RS03695_1,266,976
SESA_RS03690_1,584,1981
SESA_RS03860_1,167,589
SESA_RS03865_1,347,1255
SESA_RS03670_1,185,634
SESA_RS03880_1,145,476
SESA_RS03665_1,542,1825
SESA_RS03655_1,129,393
SESA_RS03635_1,435,1527
SESA_RS03815_1,425,1519
SESA_RS03810_1,255,897
SESA_RS09615_1,389,1276
SESA_RS03800_1,549,1836
SESA_RS16195_1,417,1374
SESA_RS19965_1,472,1634
SESA_RS19140_1,488,2014
SESA_RS14350_1,553,2003
SG_RS01375_1,433,1502
SESA_RS19135_1,332,1234
SESA_RS21665_1,220,752
SESA_RS16210_1,872,2926
SESA_RS22200_1,613,1781
SESA_RS21395_1,1065,3363
SESA_RS21645_1,916,2999
SESA_RS21565_1,237,744
SESA_RS21540_1,433,1448
SESA_RS22175_1,421,1199
SESA_RS22170_1,195,678
SESA_RS14295_1,574,2270
SESA_RS22195_1,566,1783
SESA_RS15675_1,743,2506
SESA_RS19605_1,792,2628
SESA_RS21480_1,347,1255
SESA_RS11370_1,270,909
SESA_RS11375_1,436,1409
SESA_RS21755_1,395,1297
SESA_RS19975_1,250,920
SESA_RS19970_1,243,882
SESA_RS14325_1,263,1006
SESA_RS19155_1,685,2555
SESA_RS14280_1,118,476
SESA_RS21635_1,338,1057
SESA_RS19130_1,804,3165
SESA_RS22205_1,610,1685
SESA_RS22560_1,413,1261
SG_RS01365_1,374,1102
SG_RS01360_1,140,445
SESA_RS21760_1,160,587
SESA_RS21655_1,880,2774
SESA_RS18135_1,357,1272
SESA_RS16205_1,1013,3109
SESA_RS16200_1,1204,4232
SESA_RS14285_1,2639,8818
SESA_RS21650_1,625,1922
SESA_RS21550_1,231,786
SG_RS01385_1,248,859
SESA_RS22180_1,1827,5490
SG_RS05275_1,292,959
SG_RS05270_1,1337,4225
SG_RS01410_1,249,903
SG_RS05250_1,977,3019
SG_RS05255_1,363,1239
SG_RS01435_1,295,1064
SG_RS01450_1,526,1616
SG_RS05290_1,339,1173
SG_RS01490_1,170,568
SG_RS06030_1,179,649
SG_RS06035_1,192,609
SG_RS05300_1,365,1192
SG_RS06010_1,588,1905
SG_RS05320_1,235,926
SINFA_RS14560_1,421,1541
SINFA_RS06570_1,207,801
SLT-BT0001_1,496,1781
SG_RS01395_1,207,666
SG_RS01390_1,157,509
SG_RS05265_1,785,2482
SG_RS05260_1,932,2929
SG_RS01400_1,363,1077
SG_RS01405_1,306,1071
SG_RS01425_1,268,974
SG_RS01420_1,160,560
SG_RS01445_1,389,1312
SG_RS01440_1,310,1049
SG_RS01460_1,254,808
SG_RS06025_1,139,482
SG_RS06005_1,112,446
SINFA_RS06560_1,264,852
SG_RS06060_1,329,1057
SG_RS06040_1,266,931
SG_RS06045_1,178,587
SINFA_RS15095_1,3110,10975
SG_RS05235_1,560,1654
SG_RS22415_1,935,3232
SLT-BT0071_1,392,1282
SLT-BT0421_1,534,1824
SLT-BT0211_1,384,1569
SLT-BT0401_1,653,1867
SLT-BT0151_1,603,1746
SLT-BT0231_1,1237,4091
SLT-BT0091_1,1754,5473
SLT-BT0391_1,269,775
SLT-BT0171_1,419,1039
SLT-BT0611_1,808,2810
SLT-BT0371_1,318,1104
SLT-BT0111_1,195,714
SLT-BT0351_1,595,1916
SLT-BT0131_1,320,1147
SLT-BT0651_1,317,1096
SLT-BT0331_1,644,1804
SLT-BT0481_1,165,474
SLT-BT0691_1,277,1028
SLT-BT0191_1,231,822
SLT-BT0731_1,154,575
SLT-BT0501_1,258,876
SLT-BT0541_1,616,1967
SLT-BT0281_1,1191,3804
SLT-BT0751_1,302,994
SLT-BT0061_1,645,2019
SLT-BT0471_1,357,1155
SLT-BT0261_1,731,2383
SLT-BT0041_1,273,780
SLT-BT0431_1,1021,3551
SLT-BT0081_1,494,1558
SLT-BT0221_1,462,1716
SLT-BT0411_1,374,1129
SLT-BT0601_1,673,2153
SLT-BT0381_1,574,1802
SLT-BT0162_1,382,1148
SLT-BT0592_1,382,1148
SLT-BT0591_1,823,2525
SLT-BT0621_1,661,2273
SLT-BT0361_1,841,2516
SLT-BT0101_1,394,1163
SLT-BT0341_1,584,1828
SLT-BT0121_1,729,2241
SLT-BT0661_1,197,667
SLT-BT0321_1,640,1916
SLT-BT0491_1,390,1590
SLT-BT0681_1,590,1705
SLT-BT0701_1,306,999
SLT-BT0571_1,532,1691
SLT-BT0921_1,278,883
SNSL254_RS00060_1,585,1980
SLT-BT0781_1,236,907
SLT-BT1011_1,927,3222
SNSL254_RS00040_1,366,1200
SNSL254_RS00045_1,355,1211
SLT-BT1071_1,3900,11877
SLT-BT1051_1,1484,5005
SLT-BT0891_1,156,510
SLT-BT0831_1,396,1305
SLT-BT0811_1,274,815
SLT-BT0871_1,161,550
SLT-BT0992_1,222,660
SLT-BT0991_1,508,1751
SLT-BT0851_1,1010,3256
SLT-BT1121_1,158,580
SLT-BT1081_1,603,1620
SLT-BT0971_1,1221,4260
SNSL254_RS00035_1,264,978
SNSL254_RS00030_1,751,2597
SNSL254_RS00010_1,220,644
SNSL254_RS00015_1,703,2600
SLT-BT0931_1,455,1444
SNSL254_RS00055_1,211,734
SNSL254_RS00050_1,308,1024
SLT-BT1001_1,391,1256
SLT-BT1041_1,514,1682
SLT-BT0821_1,210,726
SLT-BT0841_1,580,1643
SLT-BT0981_1,159,489
SLT-BT1131_1,651,1995
SLT-BT1091_1,427,1265
SLT-BT0941_1,679,2300
SLT-BT0761_1,545,1669
SLT-BT0961_1,477,1440
SLT-BT0901_1,342,1062
SLT-BT0902_1,210,582
SNSL254_RS00005_1,389,1312
SNSL254_RS00065_1,685,2249
SNSL254_RS00275_1,438,1470
SNSL254_RS00270_1,181,638
SNSL254_RS00340_1,1497,5082
SNSL254_RS00155_1,316,1097
SNSL254_RS00365_1,383,1372
SNSL254_RS00360_1,1286,4294
SNSL254_RS00085_1,326,1015
SNSL254_RS00080_1,244,836
SNSL254_RS00320_1,435,1419
SNSL254_RS00325_1,131,490
SNSL254_RS00395_1,201,645
SNSL254_RS00305_1,328,1175
SNSL254_RS00115_1,194,625
SNSL254_RS00110_1,368,1216
SNSL254_RS00285_1,200,646
SNSL254_RS00135_1,385,1262
SNSL254_RS00130_1,223,830
SNSL254_RS00150_1,240,876
SNSL254_RS00385_1,432,1557
SNSL254_RS00380_1,258,876
SNSL254_RS00170_1,336,1158
SNSL254_RS00205_1,1118,3364
SNSL254_RS00105_1,123,444
SNSL254_RS00070_1,561,2022
SNSL254_RS00260_1,546,1812
SNSL254_RS00265_1,794,2752
SNSL254_RS00095_1,149,535
SNSL254_RS00090_1,378,1179
SNSL254_RS00375_1,307,1034
SNSL254_RS00370_1,422,1468
SNSL254_RS00120_1,211,671
SNSL254_RS00355_1,2063,6856
SNSL254_RS00350_1,427,1427
SNSL254_RS00330_1,173,664
SNSL254_RS00335_1,344,1123
SNSL254_RS00315_1,445,1526
SNSL254_RS00100_1,561,2013
SNSL254_RS00295_1,334,1187
SNSL254_RS00290_1,442,1583
SNSL254_RS00345_1,160,542
SNSL254_RS00140_1,172,584
SNSL254_RS00145_1,130,455
SNSL254_RS00165_1,356,1111
SNSL254_RS00390_1,252,882
SNSL254_RS00400_1,416,1465
SNSL254_RS00405_1,661,2093
SNSL254_RS00215_1,967,2678
SNSL254_RS00210_1,659,1996
SNSL254_RS00075_1,293,994
SNSL254_RS00500_1,224,730
SNSL254_RS00590_1,305,1198
SNSL254_RS00595_1,588,2067
SNSL254_RS00555_1,629,2098
SNSL254_RS00550_1,708,2199
SNSL254_RS00580_1,1255,4136
SNSL254_RS00570_1,667,2366
SNSL254_RS00510_1,867,2931
SNSL254_RS00515_1,465,1551
SNSL254_RS00655_1,251,910
SNSL254_RS00650_1,354,1311
SNSL254_RS00790_1,1126,3509
SNSL254_RS00670_1,433,1385
SNSL254_RS00675_1,184,626
SNSL254_RS00615_1,190,710
SNSL254_RS00635_1,196,713
SNSL254_RS00630_1,235,800
SNSL254_RS00530_1,615,1968
SNSL254_RS00435_1,490,1634
SNSL254_RS00415_1,406,1331
SNSL254_RS00410_1,936,3015
SNSL254_RS00690_1,552,2004
SNSL254_RS00695_1,261,900
SNSL254_RS00830_1,483,1434
SNSL254_RS00495_1,1622,5722
SNSL254_RS00585_1,362,1258
SNSL254_RS00700_1,1191,3993
SNSL254_RS00705_1,193,644
SNSL254_RS00545_1,112,446
SNSL254_RS00540_1,227,736
SNSL254_RS00745_1,209,655
SNSL254_RS00740_1,694,2015
SNSL254_RS00610_1,295,1064
SNSL254_RS00505_1,343,1250
SNSL254_RS00520_1,692,2323
SNSL254_RS00645_1,300,996
SNSL254_RS00665_1,141,471
SNSL254_RS00660_1,1639,5723
SNSL254_RS00600_1,151,524
SNSL254_RS00605_1,253,917
SNSL254_RS00440_1,3911,12550
SNSL254_RS00620_1,123,453
SNSL254_RS00625_1,252,882
SNSL254_RS00420_1,291,888
SNSL254_RS00575_1,839,2995
SNSL254_RS00680_1,143,514
SNSL254_RS00685_1,372,1302
SNSL254_RS06500_1,399,1392
SNSL254_RS00900_1,353,1258
SNSL254_RS00920_1,627,2001
SNSL254_RS00925_1,694,2429
SNSL254_RS00940_1,699,2424
SNSL254_RS00945_1,1008,3294
SNSL254_RS11440_1,828,2322
SNSL254_RS06485_1,112,401
SNSL254_RS00965_1,386,1216
SNSL254_RS06635_1,304,1064
SNSL254_RS06615_1,428,1300
SNSL254_RS00860_1,273,933
SNSL254_RS00865_1,499,1679
SNSL254_RS00985_1,204,678
SNSL254_RS06460_1,669,2274
SNSL254_RS06465_1,1000,3167
SNSL254_RS00990_1,689,2263
SNSL254_RS06415_1,128,421
SNSL254_RS00960_1,172,647
SNSL254_RS10595_1,214,641
SNSL254_RS06515_1,126,441
SNSL254_RS00915_1,334,1142
SNSL254_RS00910_1,613,1997
SNSL254_RS00935_1,1015,3521
SNSL254_RS00930_1,186,651
SNSL254_RS06495_1,127,449
SNSL254_RS06490_1,242,775
SNSL254_RS00890_1,235,728
SNSL254_RS00895_1,185,679
SNSL254_RS00950_1,2515,8330
SNSL254_RS00955_1,265,824
SNSL254_RS00970_1,423,1404
SNSL254_RS11410_1,146,421
SNSL254_RS00885_1,396,1413
SNSL254_RS06420_1,392,1273
SNSL254_RS06410_1,160,515
SNSL254_RS06620_1,211,698
SNSL254_RS06430_1,171,567
SNSL254_RS06435_1,211,761
SNSL254_RS00870_1,3049,9713
SNSL254_RS00875_1,271,1052
SNSL254_RS06450_1,307,1034
SNSL254_RS06455_1,146,529
SNSL254_RS06470_1,485,1558
SNSL254_RS06680_1,407,1537
SNSL254_RS06520_1,194,715
SNSL254_RS06525_1,378,1242
SNSL254_RS11815_1,733,2741
SNSL254_RS11810_1,932,3334
SNSL254_RS11830_1,644,2488
SNSL254_RS11835_1,593,2296
SNSL254_RS16740_1,986,3154
SNSL254_RS11445_1,1371,3912
SNSL254_RS23070_1,286,1028
SNSL254_RS23880_1,512,1747
SNSL254_RS11460_1,272,853
SNSL254_RS23050_1,191,727
SNSL254_RS23055_1,544,1949
SNSL254_RS16730_1,715,2201
SNSL254_RS16735_1,902,2923
SNSL254_RS23895_1,233,739
SNSL254_RS23090_1,156,483
SNSL254_RS16715_1,529,1541
SNSL254_RS21615_1,654,2469
SNSL254_RS24060_1,618,2289
SNSL254_RS21690_1,830,3202
SNSL254_RS23875_1,397,1268
SNSL254_RS21590_1,323,1180
SNSL254_RS14980_1,220,752
SNSL254_RS21580_1,194,688
SNSL254_RS21585_1,177,642
SNSL254_RS11825_1,813,2787
SNSL254_RS11820_1,676,2357
SNSL254_RS11455_1,358,1073
SNSL254_RS21665_1,167,499
SNSL254_RS23075_1,332,1072
SNSL254_RS11840_1,880,3143
SNSL254_RS11845_1,537,2109
SPA_RS00905_1,748,2438
SNSL254_RS11450_1,264,825
SNSL254_RS15050_1,659,2689
SNSL254_RS21340_1,664,1964
SNSL254_RS21345_1,602,2107
SNSL254_RS16745_1,302,1030
SNSL254_RS23085_1,470,1285
SNSL254_RS21625_1,116,460
SNSL254_RS24055_1,1625,5665
SNSL254_RS15070_1,522,1692
SNSL254_RS16720_1,520,1631
SNSL254_RS15015_1,275,1003
SNSL254_RS15030_1,139,473
SNSL254_RS24035_1,1225,4337
SNSL254_RS14965_1,522,1890
SNSL254_RS23865_1,642,2472
SNSL254_RS21680_1,328,1076
SNSL254_RS13630_1,404,1612
SPA_RS12010_1,940,3434
SPA_RS13280_1,1151,4177
SPA_RS13285_1,701,2485
SPA_RS00930_1,530,1729
SPA_RS00935_1,430,1388
SPA_RS12205_1,153,585
SPA_RS00915_1,418,1256
SPA_RS00910_1,393,1407
SPA_RS12510_1,202,815
SPA_RS12515_1,172,764
SPA_RS13175_1,378,1260
SPA_RS05015_1,502,1811
SPA_RS13165_1,719,2638
SPA_RS12125_1,133,434
SPA_RS13170_1,1264,3839
SPA_RS13195_1,421,1343
SPA_RS12100_1,344,1222
SPA_RS13250_1,510,1614
SPA_RS13255_1,350,1171
SPA_RS13215_1,162,612
SPA_RS13295_1,142,515
SPA_RS13235_1,227,655
SPA_RS13230_1,238,788
SPA_RS00920_1,421,1298
SPA_RS13210_1,1414,4499
SPA_RS12185_1,583,2117
SPA_RS00925_1,1765,6029
SPA_RS13315_1,272,934
SPA_RS12860_1,370,1448
SPA_RS12120_1,423,1449
SPA_RS12180_1,980,3331
SPA_RS12175_1,138,483
SPA_RS12540_1,419,1687
SPA_RS12135_1,198,675
SPA_RS12130_1,243,846
SPA_RS13260_1,351,1116
SPA_RS13180_1,552,1626
SPA_RS12140_1,119,520
SPA_RS13245_1,840,2544
SPA_RS13240_1,320,1048
SPA_RS13225_1,234,765
SPA_RS13200_1,841,2714
SPA_RS13205_1,217,773
SPA_RS12115_1,221,760
SPAB_RS04055_1,171,648
SPAB_RS04260_1,237,762
SPAB_RS04255_1,505,1646
SPAB_RS04305_1,118,458
SPAB_RS04185_1,1115,3745
SPAB_RS04180_1,548,1927
SPA_RS22765_1,222,840
SPAB_RS04080_1,173,601
SPAB_RS04660_1,499,1823
SPA_RS21755_1,170,568
SPAB_RS05260_1,1056,3435
SPAB_RS08875_1,316,1133
SPAB_RS04175_1,947,3319
SPAB_RS08825_1,181,818
SPAB_RS04680_1,411,1290
SPAB_RS04685_1,2319,7833
SPAB_RS09010_1,212,823
SPAB_RS00950_1,430,1352
SPAB_RS04235_1,1449,4716
SPAB_RS04720_1,224,685
SPAB_RS04700_1,298,1097
SPAB_RS04250_1,697,2435
SPAB_RS09000_1,243,873
SPAB_RS04200_1,318,1131
SPAB_RS04170_1,905,3091
SPAB_RS04190_1,702,1881
SPAB_RS04695_1,798,2757
SPAB_RS04675_1,516,1815
SPAB_RS04670_1,660,2265
SPA_RS21745_1,344,1348
SPA_RS21740_1,607,2381
SPAB_RS04285_1,812,2590
SPAB_RS08915_1,249,957
SPAB_RS04050_1,98,352
SPAB_RS09005_1,485,1846
SPAB_RS04690_1,542,1726
SPAB_RS04220_1,1029,3156
SPAB_RS04225_1,331,983
SPAB_RS04715_1,248,814
SPAB_RS00945_1,522,1692
SPAB_RS04245_1,174,654
SPAB_RS10935_1,941,3055
SPAB_RS21870_1,157,527
SPAB_RS21810_1,1145,3580
SPAB_RS21815_1,800,2548
SPAB_RS21830_1,513,1494
SPAB_RS10930_1,570,1680
SPAB_RS21795_1,1248,3774
SPAB_RS21790_1,343,989
SPAB_RS21890_1,190,548
SPAB_RS09090_1,434,1393
SPAB_RS13985_1,689,2785
SPAB_RS13560_1,1018,3563
SPAB_RS21710_1,658,2087
